Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,CFR,RecoveryRate
4391,2020-07-22,8:00 AM,West Bengal,-,-,28035,1182,47030,2.5132893897512227,59.610886668084206
4392,2020-07-23,8:00 AM,Andaman and Nicobar Islands,-,-,163,0,221,0.0,73.7556561085973
4393,2020-07-23,8:00 AM,Andhra Pradesh,-,-,32127,823,64713,1.2717691962974982,49.64535719252701
4394,2020-07-23,8:00 AM,Arunachal Pradesh,-,-,314,3,949,0.31612223393045313,33.08746048472076
4395,2020-07-23,8:00 AM,Assam,-,-,18033,64,26772,0.23905572986702522,67.35768713581353
4396,2020-07-23,8:00 AM,Bihar,-,-,19646,217,30369,0.714544436761171,64.69096776317956
4397,2020-07-23,8:00 AM,Chandigarh,-,-,526,13,793,1.639344262295082,66.33039092055486
4398,2020-07-23,8:00 AM,Chhattisgarh,-,-,4230,29,5968,0.4859249329758713,70.87801608579089
4399,2020-07-23,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,474,2,733,0.2728512960436562,64.66575716234652
4400,2020-07-23,8:00 AM,Delhi,-,-,107650,3719,126323,2.9440402777008146,85.21805213619056
4401,2020-07-23,8:00 AM,Goa,-,-,2541,28,4176,0.6704980842911877,60.84770114942529
4402,2020-07-23,8:00 AM,Gujarat,-,-,37260,2224,51399,4.326932430592035,72.4916827175626
4403,2020-07-23,8:00 AM,Haryana,-,-,21697,372,28186,1.31980415809267,76.97793230681899
4404,2020-07-23,8:00 AM,Himachal Pradesh,-,-,1105,11,1725,0.6376811594202898,64.05797101449275
4405,2020-07-23,8:00 AM,Jammu and Kashmir,-,-,8607,273,15711,1.7376360511743363,54.78327286614474
4406,2020-07-23,8:00 AM,Jharkhand,-,-,3024,64,6485,0.9868928296067848,46.630686198920586
4407,2020-07-23,8:00 AM,Karnataka,-,-,27239,1519,75833,2.0030857278493532,35.91971832843222
4408,2020-07-23,8:00 AM,Kerala,-,-,6162,45,15032,0.29936136242682276,40.99254922831293
4409,2020-07-23,8:00 AM,Ladakh,-,-,1018,2,1206,0.16583747927031509,84.41127694859038
4410,2020-07-23,8:00 AM,Madhya Pradesh,-,-,16836,770,24842,3.099589405039852,67.77232106915707
4411,2020-07-23,8:00 AM,Maharashtra,-,-,187769,12556,337607,3.719117198399322,55.61762641177464
4412,2020-07-23,8:00 AM,Manipur,-,-,1428,0,2060,0.0,69.32038834951456
4413,2020-07-23,8:00 AM,Meghalaya,-,-,77,4,514,0.7782101167315175,14.980544747081712
4414,2020-07-23,8:00 AM,Mizoram,-,-,179,0,317,0.0,56.46687697160884
4415,2020-07-23,8:00 AM,Nagaland,-,-,486,0,1084,0.0,44.83394833948339
4416,2020-07-23,8:00 AM,Odisha,-,-,13750,108,19835,0.544492059490799,69.32190572220821
4417,2020-07-23,8:00 AM,Puducherry,-,-,1369,31,2300,1.3478260869565217,59.52173913043478
4418,2020-07-23,8:00 AM,Punjab,-,-,7641,269,11301,2.3803203256348997,67.61348553225378
4419,2020-07-23,8:00 AM,Rajasthan,-,-,23364,583,32334,1.8030556071008845,72.25830395249582
4420,2020-07-23,8:00 AM,Sikkim,-,-,112,0,438,0.0,25.570776255707763
4421,2020-07-23,8:00 AM,Tamil Nadu,-,-,131583,3144,186492,1.6858632005662442,70.55691396950003
4422,2020-07-23,8:00 AM,Telengana,-,-,37666,438,49259,0.8891776122129966,76.46521447857243
4423,2020-07-23,8:00 AM,Tripura,-,-,2032,9,3449,0.2609452015076834,58.91562771817919
4424,2020-07-23,8:00 AM,Uttarakhand,-,-,3349,57,5300,1.0754716981132075,63.18867924528302
4425,2020-07-23,8:00 AM,Uttar Pradesh,-,-,33500,1263,55588,2.2720731093041664,60.26480535367346
4426,2020-07-23,8:00 AM,West Bengal,-,-,29650,1221,49321,2.4756189047261814,60.11638044646297
4427,2020-07-24,8:00 AM,Andaman and Nicobar Islands,-,-,170,0,240,0.0,70.83333333333334
4428,2020-07-24,8:00 AM,Andhra Pradesh,-,-,37555,884,72711,1.2157720289914868,51.64968161626163
4429,2020-07-24,8:00 AM,Arunachal Pradesh,-,-,334,3,991,0.30272452068617556,33.70332996972755
4430,2020-07-24,8:00 AM,Assam,-,-,20699,70,28791,0.24313153415998057,71.89399465110625
4431,2020-07-24,8:00 AM,Bihar,-,-,20769,217,31980,0.6785490931832395,64.94371482176359
4432,2020-07-24,8:00 AM,Chandigarh,-,-,531,13,800,1.625,66.375
4433,2020-07-24,8:00 AM,Chhattisgarh,-,-,4377,30,6254,0.4796929964822514,69.98720818676047
4434,2020-07-24,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,489,2,770,0.2597402597402597,63.50649350649351
4435,2020-07-24,8:00 AM,Delhi,-,-,109065,3745,127364,2.94039131936811,85.6325178229327
4436,2020-07-24,8:00 AM,Goa,-,-,2655,29,4350,0.6666666666666667,61.03448275862069
4437,2020-07-24,8:00 AM,Gujarat,-,-,37978,2252,52477,4.291403853116604,72.37075290127103
4438,2020-07-24,8:00 AM,Haryana,-,-,22249,378,28975,1.3045729076790338,76.78688524590164
4439,2020-07-24,8:00 AM,Himachal Pradesh,-,-,1136,11,1834,0.5997818974918212,61.94111232279171
4440,2020-07-24,8:00 AM,Jammu and Kashmir,-,-,8709,282,16429,1.7164769614705704,53.00992148030921
4441,2020-07-24,8:00 AM,Jharkhand,-,-,3174,67,6975,0.960573476702509,45.505376344086024
4442,2020-07-24,8:00 AM,Karnataka,-,-,29310,1616,80863,1.9984418089855682,36.24649097856869
4443,2020-07-24,8:00 AM,Kerala,-,-,6594,50,16110,0.31036623215394166,40.931098696461824
4444,2020-07-24,8:00 AM,Ladakh,-,-,1025,2,1210,0.1652892561983471,84.71074380165288
4445,2020-07-24,8:00 AM,Madhya Pradesh,-,-,17359,780,25474,3.061945513072152,68.1439899505378
4446,2020-07-24,8:00 AM,Maharashtra,-,-,194253,12854,347502,3.6989715167106954,55.89982215929693
4447,2020-07-24,8:00 AM,Manipur,-,-,1466,0,2115,0.0,69.31442080378251
4448,2020-07-24,8:00 AM,Meghalaya,-,-,78,4,534,0.7490636704119851,14.606741573033707
4449,2020-07-24,8:00 AM,Mizoram,-,-,183,0,332,0.0,55.12048192771084
4450,2020-07-24,8:00 AM,Nagaland,-,-,530,0,1174,0.0,45.144804088586035
4451,2020-07-24,8:00 AM,Odisha,-,-,14393,114,21099,0.5403099672970283,68.21650315180814
4452,2020-07-24,8:00 AM,Puducherry,-,-,1400,34,2420,1.4049586776859504,57.85123966942148
4453,2020-07-24,8:00 AM,Punjab,-,-,7741,277,11739,2.359655848027941,65.94258454723571
4454,2020-07-24,8:00 AM,Rajasthan,-,-,23815,594,33220,1.7880794701986755,71.68874172185431
4455,2020-07-24,8:00 AM,Sikkim,-,-,122,0,460,0.0,26.521739130434785
4456,2020-07-24,8:00 AM,Tamil Nadu,-,-,136793,3232,192964,1.6749238199871481,70.89042515702411
4457,2020-07-24,8:00 AM,Telengana,-,-,39327,447,50826,0.8794711368197379,77.37575256758352
4458,2020-07-24,8:00 AM,Tripura,-,-,2072,10,3656,0.2735229759299781,56.67396061269147
4459,2020-07-24,8:00 AM,Uttarakhand,-,-,3399,60,5445,1.1019283746556474,62.42424242424243
4460,2020-07-24,8:00 AM,Uttar Pradesh,-,-,35803,1289,58104,2.218435908026986,61.61882142365413
4461,2020-07-24,8:00 AM,West Bengal,-,-,31656,1255,51757,2.4247927816527235,61.16274127171204
4462,2020-07-25,8:00 AM,Andaman and Nicobar Islands,-,-,174,0,259,0.0,67.18146718146718
4463,2020-07-25,8:00 AM,Andhra Pradesh,-,-,39935,933,80858,1.1538746939078384,49.38905241287195
4464,2020-07-25,8:00 AM,Arunachal Pradesh,-,-,392,3,1056,0.2840909090909091,37.121212121212125
4465,2020-07-25,8:00 AM,Assam,-,-,21761,76,29921,0.25400220580862937,72.7281842184419
4466,2020-07-25,8:00 AM,Bihar,-,-,22343,220,33926,0.6484701998467253,65.85804397806992
4467,2020-07-25,8:00 AM,Chandigarh,-,-,535,13,823,1.5795868772782502,65.00607533414338
4468,2020-07-25,8:00 AM,Chhattisgarh,-,-,4567,36,6731,0.5348388055266676,67.85024513445254
4469,2020-07-25,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,512,2,815,0.245398773006135,62.82208588957056
4470,2020-07-25,8:00 AM,Delhi,-,-,110931,3777,128389,2.941840811907562,86.40226187601742
4471,2020-07-25,8:00 AM,Goa,-,-,2865,29,4540,0.6387665198237885,63.10572687224669
4472,2020-07-25,8:00 AM,Gujarat,-,-,38849,2278,53545,4.254365486973573,72.55392660379121
4473,2020-07-25,8:00 AM,Haryana,-,-,22953,382,29755,1.2838178457402116,77.1399764745421
4474,2020-07-25,8:00 AM,Himachal Pradesh,-,-,1145,11,1954,0.5629477993858751,58.59774820880246
4475,2020-07-25,8:00 AM,Jammu and Kashmir,-,-,9217,296,16782,1.7637945417709449,54.92194017399596
4476,2020-07-25,8:00 AM,Jharkhand,-,-,3307,70,7493,0.9342052582410251,44.13452555718671
4477,2020-07-25,8:00 AM,Karnataka,-,-,31347,1724,85870,2.007686037032724,36.50518225224177
4478,2020-07-25,8:00 AM,Kerala,-,-,7562,54,16995,0.3177405119152692,44.49543983524566
4479,2020-07-25,8:00 AM,Ladakh,-,-,1035,2,1246,0.16051364365971107,83.06581059390048
4480,2020-07-25,8:00 AM,Madhya Pradesh,-,-,17866,791,26210,3.0179320869896986,68.16482258679893
4481,2020-07-25,8:00 AM,Maharashtra,-,-,199967,13132,357117,3.6772262311791373,55.99481402453538
4482,2020-07-25,8:00 AM,Manipur,-,-,1491,0,2146,0.0,69.47809878844362
4483,2020-07-25,8:00 AM,Meghalaya,-,-,87,5,588,0.8503401360544218,14.795918367346939
4484,2020-07-25,8:00 AM,Mizoram,-,-,183,0,361,0.0,50.69252077562327
4485,2020-07-25,8:00 AM,Nagaland,-,-,537,1,1239,0.08071025020177562,43.341404358353515
4486,2020-07-25,8:00 AM,Odisha,-,-,15201,120,22693,0.5287974265191909,66.98541400431851
4487,2020-07-25,8:00 AM,Puducherry,-,-,1483,35,2515,1.3916500994035785,58.966202783300204
4488,2020-07-25,8:00 AM,Punjab,-,-,8096,282,12216,2.3084479371316307,66.27373935821873
4489,2020-07-25,8:00 AM,Rajasthan,-,-,24547,602,34178,1.7613669612031133,71.82105447948973
4490,2020-07-25,8:00 AM,Sikkim,-,-,142,0,477,0.0,29.769392033542978
4491,2020-07-25,8:00 AM,Tamil Nadu,-,-,143297,3320,199749,1.6620859178268728,71.73853185748114
4492,2020-07-25,8:00 AM,Telengana,-,-,40334,455,52466,0.8672283002325315,76.87645332215148
4493,2020-07-25,8:00 AM,Tripura,-,-,2131,11,3759,0.29263101888800214,56.69060920457568
4494,2020-07-25,8:00 AM,Uttarakhand,-,-,3399,60,5445,1.1019283746556474,62.42424242424243
4495,2020-07-25,8:00 AM,Uttar Pradesh,-,-,37712,1348,60771,2.21816326866433,62.05591482779616
4496,2020-07-25,8:00 AM,West Bengal,-,-,33529,1290,53973,2.390083930854316,62.121801641561525
4497,2020-07-26,8:00 AM,Andaman and Nicobar Islands,-,-,176,0,290,0.0,60.689655172413794
4498,2020-07-26,8:00 AM,Andhra Pradesh,-,-,43255,985,88671,1.1108479660768458,48.781450530613164
4499,2020-07-26,8:00 AM,Arunachal Pradesh,-,-,428,3,1126,0.2664298401420959,38.01065719360569
4500,2020-07-26,8:00 AM,Assam,-,-,23055,77,31086,0.24769992922859166,74.16521906967766
4501,2020-07-26,8:00 AM,Bihar,-,-,24053,234,36604,0.639274396240848,65.71139766145777
4502,2020-07-26,8:00 AM,Chandigarh,-,-,555,13,852,1.5258215962441315,65.14084507042254
4503,2020-07-26,8:00 AM,Chhattisgarh,-,-,4683,39,7087,0.5503033723719486,66.07873571327784
4504,2020-07-26,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,530,2,860,0.23255813953488372,61.627906976744185
4505,2020-07-26,8:00 AM,Delhi,-,-,113068,3806,129531,2.9382927638943577,87.29030116342807
4506,2020-07-26,8:00 AM,Goa,-,-,3047,33,4686,0.7042253521126761,65.02347417840375
4507,2020-07-26,8:00 AM,Gujarat,-,-,39631,2300,54626,4.210449236627247,72.54970160729323
4508,2020-07-26,8:00 AM,Haryana,-,-,23654,389,30538,1.2738227781780078,77.45759381753881
4509,2020-07-26,8:00 AM,Himachal Pradesh,-,-,1173,11,2049,0.5368472425573451,57.24743777452416
4510,2020-07-26,8:00 AM,Jammu and Kashmir,-,-,9517,305,17305,1.7624963883270732,54.995665992487716
4511,2020-07-26,8:00 AM,Jharkhand,-,-,3425,82,7836,1.046452271567126,43.70852475752935
4512,2020-07-26,8:00 AM,Karnataka,-,-,33750,1796,90942,1.9748850915968421,37.111565613248004
4513,2020-07-26,8:00 AM,Kerala,-,-,8611,59,18098,0.3260028732456625,47.57984307658305
4514,2020-07-26,8:00 AM,Ladakh,-,-,1057,3,1276,0.23510971786833856,82.83699059561128
4515,2020-07-26,8:00 AM,Madhya Pradesh,-,-,18488,799,26926,2.9673921117135857,68.6622595261086
4516,2020-07-26,8:00 AM,Maharashtra,-,-,207194,13389,366368,3.6545222290156345,56.553519958074936
4517,2020-07-26,8:00 AM,Manipur,-,-,1524,0,2176,0.0,70.03676470588235
4518,2020-07-26,8:00 AM,Meghalaya,-,-,94,5,646,0.7739938080495357,14.551083591331269
4519,2020-07-26,8:00 AM,Mizoram,-,-,183,0,361,0.0,50.69252077562327
4520,2020-07-26,8:00 AM,Nagaland,-,-,541,4,1289,0.3103180760279286,41.97051978277735
4521,2020-07-26,8:00 AM,Odisha,-,-,15929,130,24013,0.541373422729355,66.33490192812226
4522,2020-07-26,8:00 AM,Puducherry,-,-,1561,38,2654,1.4318010550113038,58.81688018085908
4523,2020-07-26,8:00 AM,Punjab,-,-,8297,291,12684,2.294228949858089,65.41311888994008
4524,2020-07-26,8:00 AM,Rajasthan,-,-,25306,613,35298,1.7366423026800384,71.69244716414528
4525,2020-07-26,8:00 AM,Sikkim,-,-,142,0,499,0.0,28.45691382765531
4526,2020-07-26,8:00 AM,Tamil Nadu,-,-,151055,3409,206737,1.6489549524274802,73.06626293309857
4527,2020-07-26,8:00 AM,Telengana,-,-,40334,455,52466,0.8672283002325315,76.87645332215148
4528,2020-07-26,8:00 AM,Tripura,-,-,2209,11,3862,0.28482651475919213,57.1983428275505
4529,2020-07-26,8:00 AM,Uttarakhand,-,-,3495,63,5961,1.0568696527428285,58.63110216406643
4530,2020-07-26,8:00 AM,Uttar Pradesh,-,-,39903,1387,63742,2.1759593360735465,62.600796962756114
4531,2020-07-26,8:00 AM,West Bengal,-,-,35654,1332,56377,2.3626656260531775,63.242102275750746
4532,2020-07-27,8:00 AM,Andaman and Nicobar Islands,-,-,182,0,324,0.0,56.17283950617284
4533,2020-07-27,8:00 AM,Andhra Pradesh,-,-,46301,1041,96298,1.081019335811751,48.080957029221786
4534,2020-07-27,8:00 AM,Arunachal Pradesh,-,-,505,3,1158,0.2590673575129534,43.60967184801382
4535,2020-07-27,8:00 AM,Assam,-,-,24040,79,32228,0.2451284597244632,74.59352116172272
4536,2020-07-27,8:00 AM,Bihar,-,-,25815,244,39176,0.6228303042679191,65.894935674903
4537,2020-07-27,8:00 AM,Chandigarh,-,-,572,13,887,1.4656144306651635,64.4870349492672
4538,2020-07-27,8:00 AM,Chhattisgarh,-,-,4944,43,7450,0.5771812080536912,66.36241610738254
4539,2020-07-27,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,550,2,914,0.2188183807439825,60.17505470459519
4540,2020-07-27,8:00 AM,Delhi,-,-,114875,3827,130606,2.9301869745647213,87.95537724147435
4541,2020-07-27,8:00 AM,Goa,-,-,3277,35,4861,0.720016457519029,67.41411232256738
4542,2020-07-27,8:00 AM,Gujarat,-,-,40365,2326,55822,4.166815950700441,72.3102002794597
4543,2020-07-27,8:00 AM,Haryana,-,-,24384,392,31332,1.2511170688114388,77.82458828035236
4544,2020-07-27,8:00 AM,Himachal Pradesh,-,-,1198,12,2176,0.5514705882352942,55.05514705882353
4545,2020-07-27,8:00 AM,Jammu and Kashmir,-,-,9928,312,17920,1.7410714285714286,55.40178571428571
4546,2020-07-27,8:00 AM,Jharkhand,-,-,3704,85,8275,1.027190332326284,44.76132930513595
4547,2020-07-27,8:00 AM,Karnataka,-,-,35838,1878,96141,1.9533809716978188,37.27650014041876
4548,2020-07-27,8:00 AM,Kerala,-,-,9300,61,19025,0.32063074901445465,48.88304862023653
4549,2020-07-27,8:00 AM,Ladakh,-,-,1063,4,1285,0.311284046692607,82.7237354085603
4550,2020-07-27,8:00 AM,Madhya Pradesh,-,-,19132,811,27800,2.91726618705036,68.82014388489208
4551,2020-07-27,8:00 AM,Maharashtra,-,-,213238,13656,375799,3.633857461036352,56.742567170216
4552,2020-07-27,8:00 AM,Manipur,-,-,1554,0,2235,0.0,69.53020134228188
4553,2020-07-27,8:00 AM,Meghalaya,-,-,135,5,702,0.7122507122507122,19.230769230769234
4554,2020-07-27,8:00 AM,Mizoram,-,-,193,0,361,0.0,53.46260387811634
4555,2020-07-27,8:00 AM,Nagaland,-,-,549,4,1339,0.2987303958177745,41.000746825989545
4556,2020-07-27,8:00 AM,Odisha,-,-,16793,140,25389,0.5514199062586159,66.14281775572098
4557,2020-07-27,8:00 AM,Puducherry,-,-,1645,40,2786,1.4357501794687724,59.04522613065326
4558,2020-07-27,8:00 AM,Punjab,-,-,8810,306,13218,2.3150249659555153,66.65153578453624
4559,2020-07-27,8:00 AM,Rajasthan,-,-,25353,621,35909,1.729371466763207,70.60346988220223
4560,2020-07-27,8:00 AM,Sikkim,-,-,148,0,545,0.0,27.155963302752294
4561,2020-07-27,8:00 AM,Tamil Nadu,-,-,156526,3494,213723,1.634826387426716,73.23778910084549
4562,2020-07-27,8:00 AM,Telengana,-,-,41332,463,54059,0.8564716328455947,76.45720416581882
4563,2020-07-27,8:00 AM,Tripura,-,-,2361,13,3900,0.33333333333333337,60.53846153846154
4564,2020-07-27,8:00 AM,Uttarakhand,-,-,3566,63,6104,1.0321100917431194,58.420707732634334
4565,2020-07-27,8:00 AM,Uttar Pradesh,-,-,41641,1426,66988,2.128739475726996,62.16187973965487
4566,2020-07-27,8:00 AM,West Bengal,-,-,37751,1372,58718,2.3365918457713137,64.29203991961579
4567,2020-07-28,8:00 AM,Andaman and Nicobar Islands,-,-,192,1,338,0.2958579881656805,56.80473372781065
4568,2020-07-28,8:00 AM,Andhra Pradesh,-,-,49558,1090,102349,1.064983536722391,48.42060010356721
4569,2020-07-28,8:00 AM,Arunachal Pradesh,-,-,574,3,1239,0.24213075060532688,46.32768361581921
4570,2020-07-28,8:00 AM,Assam,-,-,25402,86,33576,0.2561353347629259,75.65522992613771
4571,2020-07-28,8:00 AM,Bihar,-,-,27530,253,41244,0.6134225584327417,66.74910289981572
4572,2020-07-28,8:00 AM,Chandigarh,-,-,575,14,910,1.5384615384615385,63.18681318681318
4573,2020-07-28,8:00 AM,Chhattisgarh,-,-,5172,44,7745,0.5681084570690769,66.77856681730148
4574,2020-07-28,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,564,2,946,0.21141649048625794,59.61945031712473
4575,2020-07-28,8:00 AM,Delhi,-,-,116372,3853,131219,2.936312576684779,88.6853275821337
4576,2020-07-28,8:00 AM,Goa,-,-,3410,36,5119,0.7032623559288923,66.61457315882008
4577,2020-07-28,8:00 AM,Gujarat,-,-,41380,2348,56874,4.128424236030524,72.75732320568274
4578,2020-07-28,8:00 AM,Haryana,-,-,25046,397,32127,1.2357207333395586,77.95934883431381
4579,2020-07-28,8:00 AM,Himachal Pradesh,-,-,1216,14,2270,0.6167400881057269,53.56828193832599
4580,2020-07-28,8:00 AM,Jammu and Kashmir,-,-,10402,321,18390,1.7455138662316478,56.56334964654703
4581,2020-07-28,8:00 AM,Jharkhand,-,-,3770,89,8683,1.024991362432339,43.41817344235863
4582,2020-07-28,8:00 AM,Karnataka,-,-,37685,1953,101465,1.9248016557433598,37.14088601980979
4583,2020-07-28,8:00 AM,Kerala,-,-,10045,63,19727,0.31935925381456887,50.92005880265626
4584,2020-07-28,8:00 AM,Ladakh,-,-,1066,4,1306,0.3062787136294028,81.62327718223582
4585,2020-07-28,8:00 AM,Madhya Pradesh,-,-,19791,820,28589,2.8682360348385743,69.22592605547588
4586,2020-07-28,8:00 AM,Maharashtra,-,-,221944,13883,383723,3.6179744242591663,57.83963953164132
4587,2020-07-28,8:00 AM,Manipur,-,-,1596,0,2286,0.0,69.81627296587926
4588,2020-07-28,8:00 AM,Meghalaya,-,-,186,5,738,0.6775067750677507,25.203252032520325
4589,2020-07-28,8:00 AM,Mizoram,-,-,193,0,384,0.0,50.260416666666664
4590,2020-07-28,8:00 AM,Nagaland,-,-,569,5,1385,0.36101083032490977,41.08303249097473
4591,2020-07-28,8:00 AM,Odisha,-,-,17374,147,26892,0.5466309683177153,64.60657444593187
4592,2020-07-28,8:00 AM,Puducherry,-,-,1720,43,2872,1.4972144846796658,59.888579387186624
4593,2020-07-28,8:00 AM,Punjab,-,-,9064,318,13769,2.309535914009732,65.82903624083085
4594,2020-07-28,8:00 AM,Rajasthan,-,-,26123,631,36878,1.7110472368349692,70.83627094744834
4595,2020-07-28,8:00 AM,Sikkim,-,-,174,1,555,0.18018018018018017,31.351351351351354
4596,2020-07-28,8:00 AM,Tamil Nadu,-,-,162249,3571,220716,1.6179162362492976,73.51030283259936
4597,2020-07-28,8:00 AM,Telengana,-,-,42909,480,57142,0.8400126001890029,75.09187637814567
4598,2020-07-28,8:00 AM,Tripura,-,-,2467,17,4049,0.4198567547542604,60.928624351691774
4599,2020-07-28,8:00 AM,Uttarakhand,-,-,3675,66,6328,1.0429835651074588,58.075221238938056
4600,2020-07-28,8:00 AM,Uttar Pradesh,-,-,42833,1456,70493,2.065453307420595,60.762061481281826
4601,2020-07-28,8:00 AM,West Bengal,-,-,39917,1411,60830,2.319579155022193,65.62058194969588
4602,2020-07-29,8:00 AM,Andaman and Nicobar Islands,-,-,196,1,363,0.27548209366391185,53.994490358126725
4603,2020-07-29,8:00 AM,Andhra Pradesh,-,-,52622,1148,110297,1.0408261330770556,47.70936652855472
4604,2020-07-29,8:00 AM,Arunachal Pradesh,-,-,617,3,1330,0.2255639097744361,46.390977443609025
4605,2020-07-29,8:00 AM,Assam,-,-,26618,88,34947,0.2518098835379289,76.16676681832489
4606,2020-07-29,8:00 AM,Bihar,-,-,28856,269,43843,0.6135529046826176,65.81666400565655
4607,2020-07-29,8:00 AM,Chandigarh,-,-,599,14,934,1.4989293361884368,64.13276231263383
4608,2020-07-29,8:00 AM,Chhattisgarh,-,-,5439,46,8257,0.5571030640668524,65.87138185781761
4609,2020-07-29,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,596,2,982,0.20366598778004072,60.692464358452135
4610,2020-07-29,8:00 AM,Delhi,-,-,117507,3881,132275,2.934038934038934,88.83538083538085
4611,2020-07-29,8:00 AM,Goa,-,-,3595,36,5287,0.6809154529979194,67.99697370909779
4612,2020-07-29,8:00 AM,Gujarat,-,-,42412,2372,57982,4.090924769756131,73.14683867407126
4613,2020-07-29,8:00 AM,Haryana,-,-,25758,406,32876,1.2349434237741816,78.34894756053048
4614,2020-07-29,8:00 AM,Himachal Pradesh,-,-,1234,14,2330,0.6008583690987125,52.961373390557945
4615,2020-07-29,8:00 AM,Jammu and Kashmir,-,-,10885,333,18879,1.7638646114730654,57.656655543196145
4616,2020-07-29,8:00 AM,Jharkhand,-,-,3868,89,9078,0.9803921568627451,42.608504075787614
4617,2020-07-29,8:00 AM,Karnataka,-,-,40504,2055,107001,1.920542798665433,37.85385183316044
4618,2020-07-29,8:00 AM,Kerala,-,-,10724,67,20894,0.32066621996745476,51.32573944673112
4619,2020-07-29,8:00 AM,Ladakh,-,-,1067,6,1327,0.45214770158251694,80.40693293142427
4620,2020-07-29,8:00 AM,Madhya Pradesh,-,-,20343,830,29217,2.840811856111168,69.62727179381866
4621,2020-07-29,8:00 AM,Maharashtra,-,-,232277,14165,391440,3.618689965256489,59.339106887390145
4622,2020-07-29,8:00 AM,Manipur,-,-,1612,0,2317,0.0,69.5727233491584
4623,2020-07-29,8:00 AM,Meghalaya,-,-,194,5,779,0.6418485237483954,24.90372272143774
4624,2020-07-29,8:00 AM,Mizoram,-,-,198,0,384,0.0,51.5625
4625,2020-07-29,8:00 AM,Nagaland,-,-,577,5,1460,0.3424657534246575,39.52054794520548
4626,2020-07-29,8:00 AM,Odisha,-,-,18061,154,28107,0.5479062155334969,64.25801401786032
4627,2020-07-29,8:00 AM,Puducherry,-,-,1782,47,3011,1.5609432082364663,59.182995682497506
4628,2020-07-29,8:00 AM,Punjab,-,-,9752,336,14378,2.3369036027263874,67.82584504103491
4629,2020-07-29,8:00 AM,Rajasthan,-,-,27202,644,38514,1.6721192293711378,70.62886223191566
4630,2020-07-29,8:00 AM,Sikkim,-,-,186,1,579,0.17271157167530224,32.12435233160622
4631,2020-07-29,8:00 AM,Tamil Nadu,-,-,166956,3659,227688,1.6070236463933103,73.32665753135869
4632,2020-07-29,8:00 AM,Telengana,-,-,42909,480,57142,0.8400126001890029,75.09187637814567
4633,2020-07-29,8:00 AM,Tripura,-,-,2621,21,4269,0.4919184820801124,61.39611150152261
4634,2020-07-29,8:00 AM,Uttarakhand,-,-,3720,70,6587,1.0626992561105209,56.47487475330196
4635,2020-07-29,8:00 AM,Uttar Pradesh,-,-,44520,1497,73951,2.0243133967086315,60.20202566564347
4636,2020-07-29,8:00 AM,West Bengal,-,-,42022,1449,62964,2.301315037164094,66.7397242868941
4637,2020-07-30,8:00 AM,Andaman and Nicobar Islands,-,-,201,2,428,0.46728971962616817,46.96261682242991
4638,2020-07-30,8:00 AM,Andhra Pradesh,-,-,55406,1213,120390,1.0075587673394801,46.022094858376946
4639,2020-07-30,8:00 AM,Arunachal Pradesh,-,-,677,3,1410,0.2127659574468085,48.01418439716312
4640,2020-07-30,8:00 AM,Assam,-,-,27832,92,36295,0.2534784405565505,76.68273866923818
4641,2020-07-30,8:00 AM,Bihar,-,-,30320,278,46080,0.6032986111111112,65.79861111111111
4642,2020-07-30,8:00 AM,Chandigarh,-,-,611,14,978,1.4314928425357873,62.47443762781187
4643,2020-07-30,8:00 AM,Chhattisgarh,-,-,5636,48,8539,0.5621267127298278,66.00304485302728
4644,2020-07-30,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,648,2,1026,0.1949317738791423,63.1578947368421
4645,2020-07-30,8:00 AM,Delhi,-,-,118633,3907,133310,2.930762883504613,88.99032330657866
4646,2020-07-30,8:00 AM,Goa,-,-,3784,39,5489,0.7105119329568228,68.93787575150301
4647,2020-07-30,8:00 AM,Gujarat,-,-,43195,2396,59126,4.052362750735717,73.05584683557149
4648,2020-07-30,8:00 AM,Haryana,-,-,26420,413,33631,1.2280336594213672,78.55847283756059
4649,2020-07-30,8:00 AM,Himachal Pradesh,-,-,1332,14,2403,0.5826050769870994,55.430711610486895
4650,2020-07-30,8:00 AM,Jammu and Kashmir,-,-,11322,348,19419,1.7920593233431177,58.30372315773212
4651,2020-07-30,8:00 AM,Jharkhand,-,-,4035,98,9861,0.9938140148058007,40.91877091572863
4652,2020-07-30,8:00 AM,Karnataka,-,-,42901,2147,112504,1.9083765910545403,38.13286638697291
4653,2020-07-30,8:00 AM,Kerala,-,-,11365,68,21797,0.3119695370922604,52.140202780199104
4654,2020-07-30,8:00 AM,Ladakh,-,-,1080,6,1347,0.4454342984409799,80.17817371937639
